exch_code,commodity,future_year,future_month,strike_price,trade_date,spread_flag,record_id,trade_price,buy_cti1,sell_cti1,net_cti1,buy_cti2,sell_cti2,net_cti2,buy_cti3,sell_cti3,net_cti3,buy_cti4,sell_cti4,net_cti4,total_cti,bracket,put_call,eof
CBOT,BO,2011,K,,20110420,Y,D,57530,8,33,-25,0,443,-443,0,25,-25,493,0,493,1002,09c,,X
CBOT,BO,2011,K,,20110420,Y,D,57530,0,167,-167,1,47,-46,0,7,-7,20,0,20,242,09d,,X
CBOT,BO,2011,K,,20110420,Y,D,57530,0,102,-102,0,0,0,0,0,0,0,0,0,102,10c,,X
CBOT,BO,2011,K,,20110420,Y,D,57530,25,66,-41,0,260,-260,250,15,235,30,0,30,646,11d,,X
CBOT,BO,2011,K,,20110420,Y,D,57530,0,0,0,10,10,0,0,0,0,0,0,0,20,12a,,X
CBOT,BO,2011,K,,20110420,Y,D,57530,0,128,-128,0,36,-36,0,0,0,200,0,200,364,12b,,X
CBOT,BO,2011,K,,20110420,Y,D,57530,0,0,0,0,0,0,10,8,2,0,0,0,18,12d,,X
CBOT,BO,2011,K,,20110420,Y,D,57530,0,4,-4,13,0,13,53,9,44,11,41,-30,131,13a,,X
CBOT,BO,2011,K,,20110420,Y,D,57530,2,5,-3,1,0,1,2,0,2,0,0,0,10,13d,,X
CBOT,BO,2011,K,,20110420,Y,A,57530,35,505,-470,25,796,-771,315,64,251,754,41,713,2535,09c09d10c11d12a12b12d13a13d,,X
CBOT,BO,2011,K,,20110420,N,D,58130,0,0,0,0,3,-3,0,0,0,3,0,3,6,13c,,X
CBOT,BO,2011,K,,20110420,N,D,58130,0,0,0,0,38,-38,38,0,38,0,0,0,76,13d,,X
CBOT,BO,2011,K,,20110420,N,A,58130,0,0,0,0,41,-41,38,0,38,3,0,3,82,13c13d,,X
CBOT,BO,2011,K,,20110420,N,D,58140,0,0,0,5,0,5,0,0,0,11,16,-5,32,13b,,X
CBOT,BO,2011,K,,20110420,N,D,58140,4,0,4,0,2,-2,2,0,2,18,22,-4,48,13d,,X
CBOT,BO,2011,K,,20110420,N,D,58140,18,0,18,0,0,0,0,0,0,0,18,-18,36,14a,,X
CBOT,BO,2011,K,,20110420,N,D,58140,0,0,0,0,6,-6,0,1,-1,7,0,7,14,14b,,X
CBOT,BO,2011,K,,20110420,N,D,58140,0,0,0,0,0,0,0,5,-5,17,12,5,34,14c,,X
CBOT,BO,2011,K,,20110420,N,A,58140,22,0,22,5,8,-3,2,6,-4,53,68,-15,164,13b13d14a14b14c,,X
CBOT,BO,2011,K,,20110420,Y,D,58140,0,0,0,0,0,0,0,0,0,0,25,-25,25,13a,,X
CBOT,BO,2011,K,,20110420,Y,A,58140,0,0,0,0,0,0,0,0,0,0,25,-25,25,13a,,X
CBOT,BO,2011,K,,20110420,N,D,58150,0,0,0,4,0,4,0,0,0,0,4,-4,8,13b,,X
CBOT,BO,2011,K,,20110420,N,D,58150,1,0,1,0,0,0,0,0,0,0,1,-1,2,13c,,X
CBOT,BO,2011,K,,20110420,N,A,58150,1,0,1,4,0,4,0,0,0,0,5,-5,10,13b13c,,X
CBOT,BO,2011,K,,20110420,N,D,58180,0,0,0,0,12,-12,0,0,0,12,0,12,24,13c,,X
CBOT,BO,2011,K,,20110420,N,A,58180,0,0,0,0,12,-12,0,0,0,12,0,12,24,13c,,X
CBOT,BO,2011,K,,20110420,Y,D,58200,20,0,20,0,20,-20,0,0,0,0,0,0,40,12c,,X
CBOT,BO,2011,K,,20110420,Y,A,58200,20,0,20,0,20,-20,0,0,0,0,0,0,40,12c,,X
CBOT,BO,2011,K,,20110420,N,D,58210,2,0,2,0,0,0,0,2,-2,0,0,0,4,13d,,X
CBOT,BO,2011,K,,20110420,N,A,58210,2,0,2,0,0,0,0,2,-2,0,0,0,4,13d,,X
CBOT,BO,2011,K,,20110420,N,D,58220,3,9,-6,3,0,3,0,0,0,0,0,0,15,12c,,X
CBOT,BO,2011,K,,20110420,N,D,58220,3,0,3,0,0,0,0,0,0,0,0,0,3,13a,,X
CBOT,BO,2011,K,,20110420,N,A,58220,6,9,-3,3,0,3,0,0,0,0,0,0,18,12c13a,,X
CBOT,BO,2011,K,,20110420,N,D,58270,0,0,0,0,5,-5,5,0,5,0,0,0,10,12d,,X
CBOT,BO,2011,K,,20110420,N,D,58270,10,0,10,0,3,-3,0,7,-7,0,0,0,20,13c,,X
CBOT,BO,2011,K,,20110420,N,D,58270,5,0,5,0,2,-2,0,3,-3,0,0,0,10,13d,,X
CBOT,BO,2011,K,,20110420,N,A,58270,15,0,15,0,10,-10,5,10,-5,0,0,0,40,12d13c13d,,X
CBOT,BO,2011,K,,20110420,N,D,58280,7,0,7,0,7,-7,0,0,0,0,0,0,14,13c,,X
CBOT,BO,2011,K,,20110420,N,D,58280,0,0,0,1,1,0,0,0,0,0,0,0,2,14b,,X
CBOT,BO,2011,K,,20110420,N,A,58280,7,0,7,1,8,-7,0,0,0,0,0,0,16,13c14b,,X
CBOT,BO,2011,K,,20110420,N,D,58300,0,3,-3,0,0,0,3,0,3,0,0,0,6,13c,,X
CBOT,BO,2011,K,,20110420,N,D,58300,0,0,0,0,0,0,5,5,0,0,0,0,10,13d,,X
CBOT,BO,2011,K,,20110420,N,A,58300,0,3,-3,0,0,0,8,5,3,0,0,0,16,13c13d,,X
CBOT,BO,2011,K,,20110420,N,D,58310,5,0,5,0,0,0,0,0,0,0,5,-5,10,12c,,X
CBOT,BO,2011,K,,20110420,N,D,58310,8,3,5,0,0,0,0,0,0,0,0,0,11,12d,,X
CBOT,BO,2011,K,,20110420,N,D,58310,0,5,-5,0,0,0,0,0,0,0,0,0,5,13a,,X
CBOT,BO,2011,K,,20110420,N,A,58310,13,8,5,0,0,0,0,0,0,0,5,-5,26,12c12d13a,,X
CBOT,BO,2011,K,,20110420,N,D,58320,20,0,20,0,20,-20,0,0,0,0,0,0,40,12d,,X
CBOT,BO,2011,K,,20110420,N,A,58320,20,0,20,0,20,-20,0,0,0,0,0,0,40,12d,,X
CBOT,BO,2011,K,,20110420,N,D,58400,0,0,0,0,0,0,0,0,0,1,1,0,2,09c,,X
