exch_code,commodity,future_year,future_month,strike_price,trade_date,spread_flag,record_id,trade_price,buy_cti1,sell_cti1,net_cti1,buy_cti2,sell_cti2,net_cti2,buy_cti3,sell_cti3,net_cti3,buy_cti4,sell_cti4,net_cti4,total_cti,bracket,put_call,eof
CBOT,BO,2011,K,,20110427,N,D,57320,0,3,-3,3,0,3,0,0,0,0,0,0,6,10b,,X
CBOT,BO,2011,K,,20110427,N,A,57320,0,3,-3,3,0,3,0,0,0,0,0,0,6,10b,,X
CBOT,BO,2011,K,,20110427,N,D,57330,0,8,-8,0,0,0,0,0,0,8,0,8,16,09c,,X
CBOT,BO,2011,K,,20110427,N,A,57330,0,8,-8,0,0,0,0,0,0,8,0,8,16,09c,,X
CBOT,BO,2011,K,,20110427,N,D,57560,1,3,-2,2,0,2,0,0,0,0,0,0,6,09c,,X
CBOT,BO,2011,K,,20110427,N,A,57560,1,3,-2,2,0,2,0,0,0,0,0,0,6,09c,,X
CBOT,BO,2011,K,,20110427,Y,D,57560,90,0,90,0,0,0,0,0,0,0,90,-90,180,09c,,X
CBOT,BO,2011,K,,20110427,Y,A,57560,90,0,90,0,0,0,0,0,0,0,90,-90,180,09c,,X
CBOT,BO,2011,K,,20110427,Y,D,57680,0,27,-27,0,0,0,9,0,9,18,0,18,54,12b,,X
CBOT,BO,2011,K,,20110427,Y,A,57680,0,27,-27,0,0,0,9,0,9,18,0,18,54,12b,,X
CBOT,BO,2011,K,,20110427,N,D,57850,9,9,0,0,0,0,0,0,0,0,0,0,18,13b,,X
CBOT,BO,2011,K,,20110427,N,D,57850,19,0,19,0,19,-19,0,0,0,0,0,0,38,13c,,X
CBOT,BO,2011,K,,20110427,N,A,57850,28,9,19,0,19,-19,0,0,0,0,0,0,56,13b13c,,X
CBOT,BO,2011,K,,20110427,Y,D,57860,0,0,0,0,0,0,0,0,0,0,91,-91,91,13a,,X
CBOT,BO,2011,K,,20110427,Y,A,57860,0,0,0,0,0,0,0,0,0,0,91,-91,91,13a,,X
CBOT,BO,2011,K,,20110427,N,D,57870,0,0,0,0,2,-2,0,0,0,2,0,2,4,13b,,X
CBOT,BO,2011,K,,20110427,N,D,57870,0,0,0,0,0,0,1,0,1,0,1,-1,2,13c,,X
CBOT,BO,2011,K,,20110427,N,D,57870,0,0,0,0,20,-20,17,0,17,3,0,3,40,14a,,X
CBOT,BO,2011,K,,20110427,N,A,57870,0,0,0,0,22,-22,18,0,18,5,1,4,46,13b13c14a,,X
CBOT,BO,2011,K,,20110427,N,D,57900,5,2,3,2,0,2,0,0,0,0,5,-5,14,10d,,X
CBOT,BO,2011,K,,20110427,N,D,57900,23,0,23,0,0,0,0,0,0,0,23,-23,46,11b,,X
CBOT,BO,2011,K,,20110427,N,A,57900,28,2,26,2,0,2,0,0,0,0,28,-28,60,10d11b,,X
CBOT,BO,2011,K,,20110427,N,D,57930,5,5,0,2,2,0,0,0,0,0,0,0,14,10b,,X
CBOT,BO,2011,K,,20110427,N,D,57930,0,0,0,8,0,8,0,0,0,0,8,-8,16,11a,,X
CBOT,BO,2011,K,,20110427,N,A,57930,5,5,0,10,2,8,0,0,0,0,8,-8,30,10b11a,,X
CBOT,BO,2011,K,,20110427,N,D,57940,0,2,-2,0,0,0,0,0,0,2,0,2,4,10c,,X
CBOT,BO,2011,K,,20110427,N,A,57940,0,2,-2,0,0,0,0,0,0,2,0,2,4,10c,,X
CBOT,BO,2011,K,,20110427,N,D,57980,0,2,-2,0,0,0,0,0,0,2,0,2,4,11b,,X
CBOT,BO,2011,K,,20110427,N,A,57980,0,2,-2,0,0,0,0,0,0,2,0,2,4,11b,,X
CBOT,BO,2011,K,,20110427,Y,D,58000,0,0,0,0,0,0,0,0,0,210,0,210,210,11c,,X
CBOT,BO,2011,K,,20110427,Y,D,58000,0,0,0,0,0,0,0,0,0,74,0,74,74,11d,,X
CBOT,BO,2011,K,,20110427,Y,A,58000,0,0,0,0,0,0,0,0,0,284,0,284,284,11c11d,,X
CBOT,BO,2011,K,,20110427,Y,D,58050,6,88,-82,0,46,-46,3,19,-16,125,6,119,293,09c,,X
CBOT,BO,2011,K,,20110427,Y,D,58050,10,326,-316,0,0,0,0,159,-159,500,0,500,995,09d,,X
CBOT,BO,2011,K,,20110427,Y,D,58050,7,134,-127,0,33,-33,0,33,-33,200,0,200,407,10a,,X
CBOT,BO,2011,K,,20110427,Y,D,58050,0,215,-215,0,43,-43,0,42,-42,300,0,300,600,10b,,X
CBOT,BO,2011,K,,20110427,Y,D,58050,2,0,2,0,0,0,0,2,-2,0,0,0,4,10d,,X
CBOT,BO,2011,K,,20110427,Y,D,58050,0,7,-7,0,0,0,0,0,0,0,0,0,7,11a,,X
CBOT,BO,2011,K,,20110427,Y,D,58050,0,210,-210,0,0,0,0,0,0,0,0,0,210,11c,,X
CBOT,BO,2011,K,,20110427,Y,D,58050,0,224,-224,0,115,-115,0,15,-15,344,0,344,698,11d,,X
CBOT,BO,2011,K,,20110427,Y,D,58050,0,144,-144,0,20,-20,0,0,0,100,0,100,264,12a,,X
CBOT,BO,2011,K,,20110427,Y,D,58050,36,100,-64,0,124,-124,9,45,-36,269,45,224,628,12b,,X
CBOT,BO,2011,K,,20110427,Y,D,58050,72,50,22,0,149,-149,0,100,-100,150,0,150,521,12c,,X
CBOT,BO,2011,K,,20110427,Y,D,58050,29,25,4,24,100,-76,24,75,-51,200,0,200,477,12d,,X
CBOT,BO,2011,K,,20110427,Y,D,58050,10,45,-35,0,79,-79,0,214,-214,419,0,419,767,13a,,X
CBOT,BO,2011,K,,20110427,Y,D,58050,0,84,-84,0,0,0,0,0,0,84,0,84,168,13d,,X
CBOT,BO,2011,K,,20110427,Y,A,58050,172,1652,-1480,24,709,-685,36,704,-668,2691,51,2640,6039,09c09d10a10b10d11a11c11d12a12b12c12d13a13d,,X
CBOT,BO,2011,N,,20110427,N,D,57850,0,0,0,4,0,4,0,0,0,0,4,-4,8,09c,,X
CBOT,BO,2011,N,,20110427,N,A,57850,0,0,0,4,0,4,0,0,0,0,4,-4,8,09c,,X
CBOT,BO,2011,N,,20110427,Y,D,57850,0,36,-36,0,0,0,0,0,0,36,0,36,72,09c,,X
CBOT,BO,2011,N,,20110427,Y,A,57850,0,36,-36,0,0,0,0,0,0,36,0,36,72,09c,,X
CBOT,BO,2011,N,,20110427,N,D,57890,3,3,0,0,0,0,0,0,0,0,0,0,6,09c,,X
CBOT,BO,2011,N,,20110427,N,A,57890,3,3,0,0,0,0,0,0,0,0,0,0,6,09c,,X
CBOT,BO,2011,N,,20110427,N,D,57970,3,3,0,0,0,0,0,0,0,0,0,0,6,09c,,X
CBOT,BO,2011,N,,20110427,N,A,57970,3,3,0,0,0,0,0,0,0,0,0,0,6,09c,,X
CBOT,BO,2011,N,,20110427,N,D,58000,160,0,160,50,210,-160,0,0,0,0,0,0,420,09c,,X
CBOT,BO,2011,N,,20110427,N,A,58000,160,0,160,50,210,-160,0,0,0,0,0,0,420,09c,,X
CBOT,BO,2011,N,,20110427,Y,D,58000,0,0,0,0,0,0,0,0,0,20,0,20,20,12b,,X
CBOT,BO,2011,N,,20110427,Y,A,58000,0,0,0,0,0,0,0,0,0,20,0,20,20,12b,,X
CBOT,BO,2011,N,,20110427,N,D,58080,4,4,0,0,0,0,0,0,0,0,0,0,8,09c,,X
CBOT,BO,2011,N,,20110427,N,A,58080,4,4,0,0,0,0,0,0,0,0,0,0,8,09c,,X
CBOT,BO,2011,N,,20110427,N,D,58100,70,0,70,10,100,-90,0,0,0,0,0,0,180,09c,,X
CBOT,BO,2011,N,,20110427,N,D,58100,0,0,0,20,0,20,0,0,0,0,0,0,20,10b,,X
CBOT,BO,2011,N,,20110427,N,A,58100,70,0,70,30,100,-70,0,0,0,0,0,0,200,09c10b,,X
CBOT,BO,2011,N,,20110427,N,D,58140,10,10,0,0,0,0,0,0,0,0,0,0,20,09c,,X
CBOT,BO,2011,N,,20110427,N,A,58140,10,10,0,0,0,0,0,0,0,0,0,0,20,09c,,X
CBOT,BO,2011,N,,20110427,N,D,58150,100,0,100,0,100,-100,0,0,0,0,0,0,200,09c,,X
CBOT,BO,2011,N,,20110427,N,A,58150,100,0,100,0,100,-100,0,0,0,0,0,0,200,09c,,X
CBOT,BO,2011,N,,20110427,Y,D,58150,63,0,63,0,90,-90,27,0,27,0,0,0,180,09c,,X
CBOT,BO,2011,N,,20110427,Y,A,58150,63,0,63,0,90,-90,27,0,27,0,0,0,180,09c,,X
CBOT,BO,2011,N,,20110427,N,D,58190,0,10,-10,20,10,10,0,0,0,0,0,0,40,09c,,X
CBOT,BO,2011,N,,20110427,N,A,58190,0,10,-10,20,10,10,0,0,0,0,0,0,40,09c,,X
CBOT,BO,2011,N,,20110427,N,D,58200,0,24,-24,24,0,24,0,0,0,0,0,0,48,09c,,X
CBOT,BO,2011,N,,20110427,N,A,58200,0,24,-24,24,0,24,0,0,0,0,0,0,48,09c,,X
CBOT,BO,2011,N,,20110427,Y,D,58200,8,0,8,72,115,-43,8,0,8,27,0,27,230,12b,,X
CBOT,BO,2011,N,,20110427,Y,A,58200,8,0,8,72,115,-43,8,0,8,27,0,27,230,12b,,X
CBOT,BO,2011,N,,20110427,N,D,58220,1,0,1,0,0,0,0,0,0,0,1,-1,2,09d,,X
CBOT,BO,2011,N,,20110427,N,A,58220,1,0,1,0,0,0,0,0,0,0,1,-1,2,09d,,X
CBOT,BO,2011,N,,20110427,N,D,58250,10,10,0,0,0,0,0,0,0,0,0,0,20,09d,,X
CBOT,BO,2011,N,,20110427,N,A,58250,10,10,0,0,0,0,0,0,0,0,0,0,20,09d,,X
CBOT,BO,2011,N,,20110427,N,D,58290,0,0,0,24,24,0,0,0,0,0,0,0,48,09c,,X
CBOT,BO,2011,N,,20110427,N,A,58290,0,0,0,24,24,0,0,0,0,0,0,0,48,09c,,X
CBOT,BO,2011,N,,20110427,Y,D,58300,0,36,-36,0,0,0,0,0,0,36,0,36,72,12c,,X
CBOT,BO,2011,N,,20110427,Y,A,58300,0,36,-36,0,0,0,0,0,0,36,0,36,72,12c,,X
CBOT,BO,2011,N,,20110427,N,D,58340,4,4,0,0,0,0,0,0,0,0,0,0,8,10a,,X
CBOT,BO,2011,N,,20110427,N,A,58340,4,4,0,0,0,0,0,0,0,0,0,0,8,10a,,X
CBOT,BO,2011,N,,20110427,N,D,58350,3,3,0,0,0,0,0,0,0,0,0,0,6,10a,,X
CBOT,BO,2011,N,,20110427,N,A,58350,3,3,0,0,0,0,0,0,0,0,0,0,6,10a,,X
CBOT,BO,2011,N,,20110427,Y,D,58350,0,18,-18,0,0,0,18,0,18,0,0,0,36,12b,,X
CBOT,BO,2011,N,,20110427,Y,A,58350,0,18,-18,0,0,0,18,0,18,0,0,0,36,12b,,X
CBOT,BO,2011,N,,20110427,N,D,58400,0,20,-20,60,0,60,0,0,0,0,79,-79,159,13a,,X
CBOT,BO,2011,N,,20110427,N,D,58400,0,41,-41,0,0,0,0,0,0,7,0,7,48,13b,,X
CBOT,BO,2011,N,,20110427,N,D,58400,0,0,0,65,0,65,75,10,65,170,221,-51,541,13c,,X
CBOT,BO,2011,N,,20110427,N,D,58400,0,0,0,84,5,79,0,0,0,0,79,-79,168,14a,,X
CBOT,BO,2011,N,,20110427,N,A,58400,0,61,-61,209,5,204,75,10,65,177,379,-202,916,13a13b13c14a,,X
CBOT,BO,2011,N,,20110427,Y,D,58400,0,0,0,0,0,0,0,0,0,0,6,-6,6,13b,,X
