exch_code,commodity,future_year,future_month,strike_price,trade_date,spread_flag,record_id,trade_price,buy_cti1,sell_cti1,net_cti1,buy_cti2,sell_cti2,net_cti2,buy_cti3,sell_cti3,net_cti3,buy_cti4,sell_cti4,net_cti4,total_cti,bracket,put_call,eof
CBOT,8CC,2011,Z,-0000050,20110505,N,D,2,0,0,0,100,0,100,0,100,-100,0,0,0,200,12c,P,X
CBOT,8CC,2011,Z,-0000050,20110505,N,A,2,0,0,0,100,0,100,0,100,-100,0,0,0,200,12c,P,X
CBOT,BO,2011,K,,20110505,N,D,54800,0,1,-1,0,0,0,0,0,0,1,0,1,2,10a,,X
CBOT,BO,2011,K,,20110505,N,A,54800,0,1,-1,0,0,0,0,0,0,1,0,1,2,10a,,X
CBOT,BO,2011,K,,20110505,N,D,54850,5,0,5,0,5,-5,0,0,0,0,0,0,10,09d,,X
CBOT,BO,2011,K,,20110505,N,A,54850,5,0,5,0,5,-5,0,0,0,0,0,0,10,09d,,X
CBOT,BO,2011,K,,20110505,N,D,55150,0,1,-1,0,0,0,0,0,0,1,0,1,2,09d,,X
CBOT,BO,2011,K,,20110505,N,A,55150,0,1,-1,0,0,0,0,0,0,1,0,1,2,09d,,X
CBOT,BO,2011,K,,20110505,N,D,55190,0,1,-1,0,0,0,0,0,0,1,0,1,2,11a,,X
CBOT,BO,2011,K,,20110505,N,A,55190,0,1,-1,0,0,0,0,0,0,1,0,1,2,11a,,X
CBOT,BO,2011,K,,20110505,N,D,55200,0,1,-1,0,0,0,0,0,0,1,0,1,2,12d,,X
CBOT,BO,2011,K,,20110505,N,A,55200,0,1,-1,0,0,0,0,0,0,1,0,1,2,12d,,X
CBOT,BO,2011,K,,20110505,N,D,55300,0,0,0,1,0,1,0,0,0,0,1,-1,2,13c,,X
CBOT,BO,2011,K,,20110505,N,A,55300,0,0,0,1,0,1,0,0,0,0,1,-1,2,13c,,X
CBOT,BO,2011,K,,20110505,N,D,55330,0,1,-1,0,0,0,0,0,0,1,0,1,2,12a,,X
CBOT,BO,2011,K,,20110505,N,A,55330,0,1,-1,0,0,0,0,0,0,1,0,1,2,12a,,X
CBOT,BO,2011,K,,20110505,N,D,55390,0,6,-6,0,0,0,0,0,0,9,3,6,18,09c,,X
CBOT,BO,2011,K,,20110505,N,A,55390,0,6,-6,0,0,0,0,0,0,9,3,6,18,09c,,X
CBOT,BO,2011,K,,20110505,N,D,55400,0,0,0,0,0,0,0,0,0,1,0,1,1,11b,,X
CBOT,BO,2011,K,,20110505,N,D,55400,0,1,-1,0,0,0,0,0,0,0,0,0,1,11c,,X
CBOT,BO,2011,K,,20110505,N,A,55400,0,1,-1,0,0,0,0,0,0,1,0,1,2,11b11c,,X
CBOT,BO,2011,K,,20110505,N,D,55490,0,1,-1,0,0,0,0,0,0,1,0,1,2,09c,,X
CBOT,BO,2011,K,,20110505,N,A,55490,0,1,-1,0,0,0,0,0,0,1,0,1,2,09c,,X
CBOT,BO,2011,K,,20110505,Y,D,56760,12,2,10,0,10,-10,0,0,0,0,0,0,24,09c,,X
